STAGE_FEAR,GOING_OUTSIDE,SOCIAL_DRAIN,FRIEND_CIRCLE,POST_FREQUENCY,PERSONALITY,TIME_ALONE,EVENT_ATTENDANCE
Yes,4,Yes,4,0,Introvert,2_HIGH,1_MODERATE
No,3,Yes,7,7,Extrovert,0_LOW,2_FREQUENT
No,6,No,6,7,Extrovert,0_LOW,2_FREQUENT
Yes,1,Yes,6,0,Introvert,2_HIGH,0_RARE
No,7,No,8,10,Extrovert,0_LOW,1_MODERATE
No,7,Yes,7,3,Extrovert,0_LOW,2_FREQUENT
Yes,1,Yes,7,4,Introvert,1_MEDIUM,1_MODERATE
Yes,1,No,5,1,Introvert,1_MEDIUM,0_RARE
Yes,3,No,5,1,Introvert,0_LOW,0_RARE
Yes,4,Yes,8,2,Introvert,1_MEDIUM,1_MODERATE
Yes,3,Yes,8,3,Introvert,1_MEDIUM,1_MODERATE
No,3,Yes,0,0,Introvert,1_MEDIUM,1_MODERATE
No,3,Yes,15,4,Extrovert,1_MEDIUM,2_FREQUENT
No,7,Yes,10,9,Extrovert,0_LOW,1_MODERATE
No,4,Yes,5,4,Introvert,1_MEDIUM,1_MODERATE
No,7,No,14,6,Extrovert,1_MEDIUM,1_MODERATE
No,7,No,13,9,Extrovert,0_LOW,1_MODERATE
No,1,No,0,2,Introvert,2_HIGH,0_RARE
No,5,No,9,5,Extrovert,0_LOW,1_MODERATE
No,4,Yes,6,5,Extrovert,1_MEDIUM,1_MODERATE
No,5,No,10,10,Extrovert,0_LOW,1_MODERATE
No,1,Yes,4,3,Introvert,2_HIGH,0_RARE
No,7,No,12,10,Extrovert,0_LOW,1_MODERATE
Yes,2,Yes,2,5,Introvert,0_LOW,1_MODERATE
Yes,5,Yes,15,9,Extrovert,0_LOW,2_FREQUENT
No,5,No,5,8,Extrovert,1_MEDIUM,2_FREQUENT
No,3,No,15,7,Extrovert,1_MEDIUM,2_FREQUENT
Yes,3,Yes,8,4,Introvert,2_HIGH,1_MODERATE
Yes,5,Yes,6,4,Extrovert,1_MEDIUM,1_MODERATE
No,3,Yes,0,1,Introvert,2_HIGH,0_RARE
Yes,7,No,9,7,Extrovert,0_LOW,1_MODERATE
No,4,No,9,5,Extrovert,1_MEDIUM,1_MODERATE
Yes,3,No,1,5,Introvert,1_MEDIUM,0_RARE
Yes,4,Yes,3,1,Introvert,2_HIGH,1_MODERATE
Yes,0,No,1,3,Introvert,1_MEDIUM,1_MODERATE
Yes,2,Yes,1,1,Introvert,2_HIGH,0_RARE
Yes,0,Yes,3,0,Introvert,1_MEDIUM,0_RARE
Yes,6,Yes,7,8,Extrovert,0_LOW,2_FREQUENT
Yes,0,Yes,4,2,Introvert,2_HIGH,0_RARE
Yes,4,No,9,7,Extrovert,0_LOW,1_MODERATE
No,7,No,8,7,Extrovert,1_MEDIUM,1_MODERATE
No,2,Yes,9,2,Introvert,2_HIGH,1_MODERATE
No,3,Yes,9,3,Introvert,2_HIGH,0_RARE
No,5,No,6,10,Extrovert,0_LOW,2_FREQUENT
Yes,4,No,1,4,Introvert,2_HIGH,1_MODERATE
Yes,5,No,5,3,Extrovert,0_LOW,1_MODERATE
No,4,No,7,4,Extrovert,1_MEDIUM,2_FREQUENT
No,3,Yes,7,5,Introvert,1_MEDIUM,1_MODERATE
No,6,No,13,5,Extrovert,1_MEDIUM,1_MODERATE
Yes,2,No,7,0,Introvert,2_HIGH,0_RARE
Yes,3,No,8,3,Introvert,1_MEDIUM,1_MODERATE
No,6,No,5,6,Extrovert,0_LOW,1_MODERATE
No,0,No,7,2,Introvert,1_MEDIUM,1_MODERATE
Yes,1,Yes,6,2,Introvert,2_HIGH,1_MODERATE
Yes,1,Yes,4,6,Introvert,0_LOW,0_RARE
No,0,Yes,8,2,Introvert,0_LOW,1_MODERATE
No,5,Yes,8,6,Extrovert,1_MEDIUM,1_MODERATE
Yes,2,Yes,3,2,Introvert,1_MEDIUM,1_MODERATE
No,1,Yes,9,0,Introvert,2_HIGH,1_MODERATE
No,6,No,12,7,Extrovert,0_LOW,1_MODERATE
Yes,2,Yes,6,2,Introvert,2_HIGH,1_MODERATE
Yes,4,Yes,5,2,Introvert,2_HIGH,0_RARE
Yes,0,Yes,1,6,Introvert,2_HIGH,0_RARE
No,7,No,6,10,Extrovert,0_LOW,1_MODERATE
No,1,Yes,3,6,Introvert,1_MEDIUM,0_RARE
No,6,No,5,7,Extrovert,0_LOW,1_MODERATE
No,7,Yes,12,5,Extrovert,1_MEDIUM,2_FREQUENT
No,7,No,5,9,Extrovert,1_MEDIUM,2_FREQUENT
No,5,No,12,5,Extrovert,0_LOW,2_FREQUENT
No,3,Yes,6,5,Extrovert,0_LOW,1_MODERATE
No,7,No,9,6,Extrovert,1_MEDIUM,2_FREQUENT
Yes,3,Yes,3,6,Introvert,2_HIGH,0_RARE
Yes,3,No,6,3,Introvert,0_LOW,0_RARE
No,6,No,11,8,Extrovert,1_MEDIUM,1_MODERATE
Yes,4,Yes,4,6,Introvert,0_LOW,1_MODERATE
No,6,No,8,8,Extrovert,0_LOW,1_MODERATE
Yes,1,Yes,2,4,Introvert,1_MEDIUM,0_RARE
Yes,0,Yes,7,5,Introvert,1_MEDIUM,1_MODERATE
Yes,1,Yes,5,4,Introvert,1_MEDIUM,1_MODERATE
Yes,3,Yes,4,1,Introvert,0_LOW,0_RARE
No,6,No,9,5,Extrovert,0_LOW,2_FREQUENT
Yes,7,No,11,9,Extrovert,0_LOW,1_MODERATE
No,6,No,14,4,Extrovert,0_LOW,1_MODERATE
Yes,5,Yes,11,8,Extrovert,0_LOW,1_MODERATE
No,5,Yes,15,8,Extrovert,0_LOW,1_MODERATE
Yes,2,Yes,7,1,Introvert,1_MEDIUM,1_MODERATE
No,5,No,14,9,Extrovert,0_LOW,1_MODERATE
No,5,Yes,12,8,Extrovert,0_LOW,1_MODERATE
No,3,No,9,4,Introvert,2_HIGH,1_MODERATE
No,5,No,9,7,Extrovert,0_LOW,2_FREQUENT
No,3,Yes,7,6,Extrovert,0_LOW,1_MODERATE
No,4,Yes,9,10,Extrovert,0_LOW,1_MODERATE
No,6,No,5,7,Extrovert,0_LOW,1_MODERATE
No,6,No,14,8,Extrovert,0_LOW,1_MODERATE
Yes,1,Yes,9,1,Introvert,2_HIGH,1_MODERATE
Yes,2,Yes,1,6,Introvert,2_HIGH,1_MODERATE
Yes,7,No,12,8,Extrovert,1_MEDIUM,2_FREQUENT
No,4,No,9,10,Extrovert,0_LOW,1_MODERATE
Yes,0,No,5,1,Introvert,1_MEDIUM,0_RARE
Yes,3,Yes,0,6,Introvert,1_MEDIUM,0_RARE
Yes,4,No,9,6,Introvert,2_HIGH,0_RARE
No,3,No,7,7,Extrovert,1_MEDIUM,2_FREQUENT
Yes,4,Yes,3,4,Introvert,1_MEDIUM,1_MODERATE
Yes,0,Yes,3,3,Introvert,2_HIGH,0_RARE
No,5,Yes,13,4,Extrovert,1_MEDIUM,1_MODERATE
Yes,4,Yes,9,5,Introvert,2_HIGH,1_MODERATE
Yes,2,Yes,1,6,Introvert,1_MEDIUM,0_RARE
No,1,Yes,0,2,Introvert,1_MEDIUM,1_MODERATE
Yes,0,Yes,9,5,Introvert,1_MEDIUM,0_RARE
No,4,No,15,7,Extrovert,1_MEDIUM,1_MODERATE
Yes,6,Yes,6,10,Extrovert,0_LOW,2_FREQUENT
Yes,7,Yes,5,10,Extrovert,1_MEDIUM,2_FREQUENT
Yes,3,Yes,9,6,Introvert,2_HIGH,1_MODERATE
No,4,No,7,4,Extrovert,1_MEDIUM,2_FREQUENT
No,6,Yes,10,6,Extrovert,0_LOW,1_MODERATE
Yes,7,Yes,14,4,Extrovert,0_LOW,1_MODERATE
No,7,No,7,8,Extrovert,1_MEDIUM,1_MODERATE
No,6,No,10,5,Extrovert,1_MEDIUM,1_MODERATE
No,4,No,13,9,Extrovert,1_MEDIUM,1_MODERATE
Yes,1,Yes,6,5,Introvert,2_HIGH,0_RARE
No,4,Yes,4,2,Introvert,0_LOW,1_MODERATE
Yes,4,Yes,7,2,Introvert,1_MEDIUM,1_MODERATE
No,7,Yes,9,10,Extrovert,0_LOW,2_FREQUENT
No,5,No,10,8,Extrovert,0_LOW,1_MODERATE
No,4,No,6,10,Extrovert,1_MEDIUM,2_FREQUENT
Yes,3,Yes,5,3,Introvert,1_MEDIUM,0_RARE
No,7,No,7,5,Extrovert,0_LOW,1_MODERATE
Yes,3,Yes,0,5,Introvert,2_HIGH,1_MODERATE
No,5,No,8,7,Extrovert,1_MEDIUM,1_MODERATE
No,3,No,8,9,Extrovert,0_LOW,1_MODERATE
Yes,6,No,14,9,Extrovert,0_LOW,2_FREQUENT
No,4,No,8,7,Extrovert,1_MEDIUM,1_MODERATE
Yes,2,Yes,0,6,Introvert,1_MEDIUM,0_RARE
No,6,Yes,11,9,Extrovert,0_LOW,1_MODERATE
Yes,1,Yes,3,4,Introvert,1_MEDIUM,1_MODERATE
No,2,No,7,2,Introvert,2_HIGH,0_RARE
Yes,2,No,3,1,Introvert,1_MEDIUM,0_RARE
Yes,4,Yes,5,2,Introvert,2_HIGH,1_MODERATE
Yes,0,Yes,7,6,Introvert,1_MEDIUM,1_MODERATE
No,1,Yes,9,0,Introvert,1_MEDIUM,0_RARE
Yes,0,Yes,1,4,Introvert,1_MEDIUM,0_RARE
Yes,5,No,14,4,Extrovert,1_MEDIUM,1_MODERATE
No,1,Yes,3,2,Introvert,0_LOW,1_MODERATE
Yes,2,Yes,2,0,Introvert,2_HIGH,1_MODERATE
No,5,No,6,8,Extrovert,0_LOW,1_MODERATE
No,6,No,10,10,Extrovert,0_LOW,1_MODERATE
Yes,4,Yes,8,5,Introvert,2_HIGH,0_RARE
No,3,No,11,8,Extrovert,0_LOW,1_MODERATE
No,5,Yes,12,5,Extrovert,1_MEDIUM,2_FREQUENT
No,6,No,6,9,Extrovert,0_LOW,1_MODERATE
No,7,Yes,10,7,Extrovert,1_MEDIUM,1_MODERATE
No,4,No,13,10,Extrovert,0_LOW,1_MODERATE
Yes,5,No,12,8,Extrovert,1_MEDIUM,2_FREQUENT
No,5,No,6,6,Extrovert,0_LOW,2_FREQUENT
Yes,4,No,4,2,Introvert,2_HIGH,0_RARE
No,1,Yes,2,6,Introvert,1_MEDIUM,0_RARE
Yes,0,Yes,1,4,Introvert,2_HIGH,1_MODERATE
Yes,2,No,6,3,Introvert,2_HIGH,0_RARE
Yes,3,Yes,5,4,Introvert,1_MEDIUM,1_MODERATE
Yes,0,Yes,4,0,Introvert,0_LOW,0_RARE
Yes,2,Yes,4,0,Introvert,1_MEDIUM,0_RARE
No,6,Yes,13,8,Extrovert,1_MEDIUM,2_FREQUENT
No,4,Yes,10,7,Extrovert,0_LOW,1_MODERATE
No,6,No,6,6,Extrovert,1_MEDIUM,2_FREQUENT
No,3,Yes,5,3,Introvert,0_LOW,1_MODERATE
No,5,No,12,6,Extrovert,1_MEDIUM,1_MODERATE
Yes,7,Yes,9,3,Extrovert,1_MEDIUM,1_MODERATE
No,4,No,12,8,Extrovert,0_LOW,1_MODERATE
Yes,3,Yes,6,2,Introvert,2_HIGH,0_RARE
Yes,4,Yes,0,2,Introvert,2_HIGH,1_MODERATE
No,4,No,15,3,Extrovert,0_LOW,2_FREQUENT
Yes,1,Yes,3,5,Introvert,2_HIGH,0_RARE
Yes,7,No,11,5,Extrovert,0_LOW,1_MODERATE
Yes,1,Yes,0,1,Introvert,1_MEDIUM,0_RARE
No,4,No,11,6,Extrovert,0_LOW,1_MODERATE
Yes,1,Yes,9,3,Introvert,2_HIGH,0_RARE
Yes,0,No,7,0,Introvert,2_HIGH,0_RARE
No,3,Yes,15,4,Extrovert,1_MEDIUM,1_MODERATE
Yes,3,Yes,1,0,Introvert,1_MEDIUM,1_MODERATE
Yes,2,No,6,5,Introvert,1_MEDIUM,0_RARE
No,2,No,1,0,Introvert,1_MEDIUM,1_MODERATE
No,4,Yes,11,7,Extrovert,0_LOW,2_FREQUENT
No,5,No,14,5,Extrovert,0_LOW,1_MODERATE
No,3,No,6,7,Extrovert,0_LOW,2_FREQUENT
Yes,2,No,0,2,Introvert,2_HIGH,1_MODERATE
Yes,0,Yes,3,5,Introvert,1_MEDIUM,0_RARE
Yes,4,No,1,4,Introvert,2_HIGH,0_RARE
No,3,Yes,8,0,Introvert,2_HIGH,0_RARE
Yes,0,Yes,6,2,Introvert,1_MEDIUM,1_MODERATE
Yes,4,Yes,8,5,Introvert,2_HIGH,1_MODERATE
No,3,No,14,3,Extrovert,0_LOW,1_MODERATE
No,3,Yes,4,3,Introvert,1_MEDIUM,1_MODERATE
No,6,Yes,12,3,Extrovert,0_LOW,1_MODERATE
No,2,Yes,6,4,Introvert,1_MEDIUM,0_RARE
No,3,Yes,13,7,Extrovert,1_MEDIUM,1_MODERATE
No,3,No,14,7,Extrovert,1_MEDIUM,1_MODERATE
No,3,Yes,13,6,Extrovert,1_MEDIUM,1_MODERATE
Yes,4,Yes,3,0,Introvert,1_MEDIUM,0_RARE
No,6,Yes,7,3,Extrovert,0_LOW,1_MODERATE
Yes,1,Yes,4,2,Introvert,1_MEDIUM,1_MODERATE
No,3,No,15,9,Extrovert,1_MEDIUM,2_FREQUENT
No,3,Yes,8,1,Introvert,1_MEDIUM,0_RARE
No,6,No,7,3,Extrovert,1_MEDIUM,1_MODERATE
Yes,1,No,8,4,Introvert,1_MEDIUM,0_RARE
Yes,0,Yes,0,6,Introvert,2_HIGH,0_RARE
Yes,2,Yes,2,2,Introvert,2_HIGH,0_RARE
No,5,Yes,15,7,Extrovert,1_MEDIUM,2_FREQUENT
Yes,0,No,1,5,Introvert,2_HIGH,0_RARE
No,4,No,8,9,Extrovert,1_MEDIUM,1_MODERATE
No,5,No,12,3,Extrovert,1_MEDIUM,2_FREQUENT
Yes,0,No,2,0,Introvert,1_MEDIUM,1_MODERATE
No,2,Yes,7,0,Introvert,2_HIGH,0_RARE
No,5,No,9,4,Extrovert,0_LOW,1_MODERATE
No,7,Yes,13,7,Extrovert,0_LOW,1_MODERATE
Yes,3,Yes,4,0,Introvert,2_HIGH,0_RARE
No,7,No,8,10,Extrovert,0_LOW,2_FREQUENT
No,6,Yes,8,10,Extrovert,1_MEDIUM,2_FREQUENT
No,1,Yes,3,3,Introvert,1_MEDIUM,0_RARE
No,3,Yes,1,3,Introvert,2_HIGH,1_MODERATE
Yes,0,Yes,2,5,Introvert,1_MEDIUM,1_MODERATE
Yes,0,Yes,3,5,Introvert,1_MEDIUM,0_RARE
No,7,No,11,3,Extrovert,1_MEDIUM,1_MODERATE
Yes,1,Yes,7,3,Introvert,2_HIGH,1_MODERATE
No,7,No,5,3,Extrovert,0_LOW,2_FREQUENT
Yes,1,Yes,3,1,Introvert,1_MEDIUM,0_RARE
Yes,1,No,5,5,Introvert,2_HIGH,0_RARE
No,6,No,13,8,Extrovert,0_LOW,1_MODERATE
No,7,Yes,11,10,Extrovert,0_LOW,1_MODERATE
No,4,No,5,4,Extrovert,0_LOW,2_FREQUENT
Yes,1,Yes,6,5,Introvert,0_LOW,1_MODERATE
No,7,Yes,6,7,Extrovert,0_LOW,1_MODERATE
No,5,No,13,7,Extrovert,1_MEDIUM,1_MODERATE
Yes,0,Yes,8,2,Introvert,1_MEDIUM,1_MODERATE
No,4,No,7,10,Extrovert,0_LOW,1_MODERATE
No,6,No,15,8,Extrovert,1_MEDIUM,1_MODERATE
No,4,No,12,4,Extrovert,1_MEDIUM,1_MODERATE
Yes,4,Yes,2,4,Introvert,1_MEDIUM,0_RARE
No,1,Yes,3,6,Introvert,1_MEDIUM,0_RARE
Yes,2,Yes,6,1,Introvert,1_MEDIUM,1_MODERATE
No,5,No,10,6,Extrovert,0_LOW,1_MODERATE
Yes,4,No,5,4,Introvert,0_LOW,1_MODERATE
Yes,4,Yes,8,1,Introvert,1_MEDIUM,1_MODERATE
Yes,3,Yes,3,6,Introvert,2_HIGH,1_MODERATE
No,4,No,12,8,Extrovert,0_LOW,2_FREQUENT
No,4,Yes,5,9,Extrovert,1_MEDIUM,2_FREQUENT
Yes,0,Yes,8,4,Introvert,2_HIGH,1_MODERATE
No,4,Yes,12,7,Extrovert,1_MEDIUM,1_MODERATE
No,1,Yes,9,0,Introvert,0_LOW,1_MODERATE
No,5,Yes,10,10,Extrovert,0_LOW,1_MODERATE
Yes,3,Yes,4,2,Introvert,1_MEDIUM,1_MODERATE
No,6,No,13,8,Extrovert,0_LOW,1_MODERATE
Yes,7,No,13,7,Extrovert,1_MEDIUM,1_MODERATE
Yes,3,No,9,3,Introvert,1_MEDIUM,1_MODERATE
No,6,Yes,5,5,Extrovert,0_LOW,1_MODERATE
No,3,No,10,3,Extrovert,0_LOW,1_MODERATE
Yes,1,No,8,0,Introvert,1_MEDIUM,1_MODERATE
No,6,No,7,9,Extrovert,0_LOW,1_MODERATE
Yes,5,No,11,9,Extrovert,0_LOW,2_FREQUENT
Yes,2,Yes,5,4,Introvert,1_MEDIUM,1_MODERATE
No,3,Yes,7,3,Introvert,2_HIGH,1_MODERATE
No,7,No,12,5,Extrovert,1_MEDIUM,2_FREQUENT
Yes,1,Yes,3,2,Introvert,1_MEDIUM,0_RARE
No,3,No,14,7,Extrovert,0_LOW,1_MODERATE
No,4,No,8,3,Extrovert,0_LOW,2_FREQUENT
Yes,4,Yes,8,2,Introvert,2_HIGH,0_RARE
No,4,Yes,2,4,Introvert,1_MEDIUM,1_MODERATE
Yes,1,Yes,8,2,Introvert,1_MEDIUM,0_RARE
Yes,3,No,9,2,Introvert,1_MEDIUM,0_RARE
Yes,0,Yes,2,4,Introvert,1_MEDIUM,1_MODERATE
No,7,No,13,10,Extrovert,1_MEDIUM,1_MODERATE
Yes,0,Yes,7,3,Introvert,2_HIGH,0_RARE
Yes,4,Yes,1,4,Introvert,2_HIGH,0_RARE
Yes,1,Yes,9,4,Introvert,2_HIGH,1_MODERATE
No,7,No,15,4,Extrovert,1_MEDIUM,1_MODERATE
No,7,No,14,8,Extrovert,1_MEDIUM,1_MODERATE
Yes,0,No,1,6,Introvert,1_MEDIUM,0_RARE
No,4,No,11,8,Extrovert,0_LOW,1_MODERATE
No,7,No,14,9,Extrovert,0_LOW,2_FREQUENT
No,3,Yes,12,8,Extrovert,0_LOW,1_MODERATE
Yes,5,No,15,6,Extrovert,1_MEDIUM,2_FREQUENT
No,3,No,14,3,Extrovert,1_MEDIUM,1_MODERATE
No,6,No,11,3,Extrovert,0_LOW,2_FREQUENT
No,5,Yes,6,8,Extrovert,1_MEDIUM,1_MODERATE
No,5,Yes,9,9,Extrovert,1_MEDIUM,1_MODERATE
Yes,1,Yes,0,0,Introvert,1_MEDIUM,0_RARE
Yes,4,Yes,4,4,Introvert,2_HIGH,0_RARE
No,4,No,1,1,Introvert,2_HIGH,0_RARE
No,4,No,11,7,Extrovert,0_LOW,1_MODERATE
No,4,No,5,9,Extrovert,0_LOW,2_FREQUENT
No,6,Yes,15,9,Extrovert,0_LOW,1_MODERATE
Yes,1,Yes,2,3,Introvert,1_MEDIUM,0_RARE
No,3,No,7,3,Extrovert,0_LOW,1_MODERATE
No,3,Yes,10,4,Extrovert,0_LOW,1_MODERATE
No,2,Yes,4,0,Introvert,1_MEDIUM,0_RARE
No,7,Yes,15,4,Extrovert,0_LOW,1_MODERATE
No,3,Yes,10,6,Extrovert,0_LOW,2_FREQUENT
No,4,Yes,1,3,Introvert,0_LOW,0_RARE
No,2,Yes,7,6,Introvert,2_HIGH,1_MODERATE
Yes,6,No,8,9,Extrovert,0_LOW,1_MODERATE
No,6,No,9,3,Extrovert,0_LOW,1_MODERATE
No,6,No,10,9,Extrovert,0_LOW,1_MODERATE
Yes,2,Yes,3,1,Introvert,1_MEDIUM,0_RARE
Yes,3,Yes,4,3,Introvert,1_MEDIUM,1_MODERATE
Yes,2,Yes,8,5,Introvert,1_MEDIUM,1_MODERATE
No,7,No,9,10,Extrovert,0_LOW,1_MODERATE
No,2,Yes,4,1,Introvert,1_MEDIUM,1_MODERATE
No,7,Yes,7,6,Extrovert,0_LOW,1_MODERATE
Yes,5,No,7,3,Extrovert,0_LOW,2_FREQUENT
Yes,1,Yes,4,4,Introvert,1_MEDIUM,1_MODERATE
Yes,4,Yes,4,3,Introvert,2_HIGH,0_RARE
No,7,Yes,15,7,Extrovert,0_LOW,1_MODERATE
Yes,3,Yes,12,10,Extrovert,0_LOW,2_FREQUENT
Yes,2,No,2,2,Introvert,1_MEDIUM,0_RARE
Yes,1,Yes,6,4,Introvert,2_HIGH,0_RARE
No,3,Yes,9,10,Extrovert,1_MEDIUM,2_FREQUENT
No,5,No,11,3,Extrovert,1_MEDIUM,1_MODERATE
Yes,5,No,5,10,Extrovert,1_MEDIUM,2_FREQUENT
No,4,No,11,5,Extrovert,0_LOW,2_FREQUENT
No,4,No,14,8,Extrovert,0_LOW,1_MODERATE
No,5,No,11,4,Extrovert,1_MEDIUM,1_MODERATE
No,7,Yes,8,5,Extrovert,0_LOW,1_MODERATE
Yes,4,Yes,3,4,Introvert,1_MEDIUM,1_MODERATE
Yes,2,Yes,6,5,Introvert,2_HIGH,0_RARE
Yes,4,Yes,11,3,Extrovert,1_MEDIUM,2_FREQUENT
No,4,Yes,6,4,Extrovert,0_LOW,2_FREQUENT
Yes,1,Yes,2,2,Introvert,2_HIGH,0_RARE
Yes,0,Yes,2,4,Introvert,2_HIGH,0_RARE
Yes,3,Yes,8,5,Introvert,2_HIGH,0_RARE
No,4,No,7,5,Extrovert,0_LOW,1_MODERATE
Yes,0,Yes,0,0,Introvert,1_MEDIUM,1_MODERATE
No,3,No,13,7,Extrovert,1_MEDIUM,2_FREQUENT
Yes,4,Yes,2,0,Introvert,1_MEDIUM,1_MODERATE
Yes,3,No,8,8,Extrovert,1_MEDIUM,2_FREQUENT
No,2,Yes,8,2,Introvert,2_HIGH,0_RARE
Yes,4,No,9,6,Extrovert,1_MEDIUM,1_MODERATE
No,5,Yes,11,7,Extrovert,1_MEDIUM,2_FREQUENT
Yes,3,Yes,6,3,Introvert,2_HIGH,1_MODERATE
No,3,No,5,9,Extrovert,0_LOW,2_FREQUENT
No,7,No,15,4,Extrovert,1_MEDIUM,2_FREQUENT
Yes,7,No,11,4,Extrovert,0_LOW,1_MODERATE
No,5,No,10,5,Extrovert,0_LOW,2_FREQUENT
No,4,Yes,14,8,Extrovert,1_MEDIUM,2_FREQUENT
No,7,No,9,6,Extrovert,1_MEDIUM,1_MODERATE
No,2,No,5,0,Introvert,1_MEDIUM,1_MODERATE
Yes,7,No,6,3,Extrovert,1_MEDIUM,1_MODERATE
No,5,No,11,9,Extrovert,0_LOW,1_MODERATE
No,3,No,1,2,Introvert,2_HIGH,0_RARE
Yes,4,Yes,7,4,Introvert,1_MEDIUM,0_RARE
Yes,2,Yes,8,0,Introvert,2_HIGH,0_RARE
No,7,No,11,8,Extrovert,1_MEDIUM,1_MODERATE
Yes,1,Yes,6,5,Introvert,1_MEDIUM,0_RARE
No,5,No,13,5,Extrovert,1_MEDIUM,1_MODERATE
No,4,No,11,3,Extrovert,1_MEDIUM,1_MODERATE
No,6,No,14,8,Extrovert,0_LOW,2_FREQUENT
No,4,Yes,13,6,Extrovert,1_MEDIUM,1_MODERATE
Yes,1,Yes,8,2,Introvert,0_LOW,1_MODERATE
Yes,2,No,9,3,Introvert,1_MEDIUM,1_MODERATE
Yes,2,No,1,5,Introvert,1_MEDIUM,0_RARE
No,6,Yes,6,6,Extrovert,0_LOW,1_MODERATE
No,2,Yes,0,0,Introvert,1_MEDIUM,0_RARE
No,4,Yes,6,6,Extrovert,1_MEDIUM,2_FREQUENT
Yes,6,No,8,6,Extrovert,0_LOW,2_FREQUENT
No,5,Yes,10,6,Extrovert,0_LOW,1_MODERATE
Yes,4,Yes,5,5,Introvert,1_MEDIUM,1_MODERATE
Yes,4,Yes,4,2,Introvert,2_HIGH,1_MODERATE
No,5,No,12,9,Extrovert,0_LOW,1_MODERATE
No,7,Yes,10,8,Extrovert,0_LOW,1_MODERATE
Yes,3,Yes,6,8,Extrovert,0_LOW,1_MODERATE
Yes,1,Yes,5,0,Introvert,2_HIGH,1_MODERATE
No,6,Yes,10,8,Extrovert,1_MEDIUM,2_FREQUENT
Yes,0,No,8,5,Introvert,2_HIGH,0_RARE
Yes,4,No,9,9,Extrovert,1_MEDIUM,1_MODERATE
No,3,Yes,0,2,Introvert,0_LOW,0_RARE
Yes,1,Yes,4,3,Introvert,0_LOW,0_RARE
No,6,No,10,8,Extrovert,0_LOW,1_MODERATE
No,6,Yes,12,10,Extrovert,0_LOW,1_MODERATE
Yes,0,Yes,1,3,Introvert,2_HIGH,1_MODERATE
No,6,Yes,9,4,Extrovert,1_MEDIUM,2_FREQUENT
No,4,No,14,8,Extrovert,1_MEDIUM,1_MODERATE
No,5,Yes,6,5,Extrovert,1_MEDIUM,1_MODERATE
Yes,4,No,1,0,Introvert,0_LOW,0_RARE
No,4,Yes,12,8,Extrovert,0_LOW,1_MODERATE
Yes,1,Yes,1,1,Introvert,0_LOW,0_RARE
Yes,7,No,5,3,Extrovert,0_LOW,2_FREQUENT
Yes,0,Yes,2,6,Introvert,0_LOW,0_RARE
Yes,3,Yes,2,0,Introvert,1_MEDIUM,0_RARE
No,7,No,8,4,Extrovert,0_LOW,2_FREQUENT
No,7,No,13,3,Extrovert,1_MEDIUM,1_MODERATE
Yes,4,No,7,5,Introvert,1_MEDIUM,0_RARE
Yes,2,Yes,6,4,Introvert,2_HIGH,0_RARE
Yes,2,No,3,0,Introvert,1_MEDIUM,1_MODERATE
No,6,No,6,10,Extrovert,0_LOW,2_FREQUENT
No,3,No,13,8,Extrovert,1_MEDIUM,1_MODERATE
Yes,5,Yes,15,7,Extrovert,0_LOW,2_FREQUENT
No,3,Yes,1,1,Introvert,2_HIGH,0_RARE
No,4,No,12,3,Extrovert,1_MEDIUM,2_FREQUENT
Yes,3,Yes,3,6,Introvert,2_HIGH,0_RARE
No,7,Yes,15,5,Extrovert,1_MEDIUM,2_FREQUENT
Yes,4,Yes,6,5,Introvert,1_MEDIUM,1_MODERATE
No,3,Yes,14,6,Extrovert,0_LOW,1_MODERATE
No,3,No,5,3,Extrovert,1_MEDIUM,2_FREQUENT
No,4,No,6,9,Extrovert,1_MEDIUM,2_FREQUENT
Yes,3,Yes,4,1,Introvert,1_MEDIUM,0_RARE
No,3,No,14,10,Extrovert,0_LOW,1_MODERATE
No,7,No,5,10,Extrovert,1_MEDIUM,2_FREQUENT
No,3,No,10,10,Extrovert,0_LOW,1_MODERATE
No,7,Yes,9,8,Extrovert,0_LOW,1_MODERATE
Yes,0,Yes,6,0,Introvert,1_MEDIUM,0_RARE
No,3,Yes,7,2,Introvert,1_MEDIUM,0_RARE
No,5,No,8,8,Extrovert,0_LOW,2_FREQUENT
Yes,5,No,14,6,Extrovert,0_LOW,1_MODERATE
No,6,No,7,7,Extrovert,1_MEDIUM,1_MODERATE
No,4,No,5,6,Extrovert,1_MEDIUM,2_FREQUENT
No,3,No,12,7,Extrovert,0_LOW,2_FREQUENT
No,6,No,14,5,Extrovert,0_LOW,1_MODERATE
No,2,Yes,9,6,Introvert,1_MEDIUM,1_MODERATE
No,7,No,7,8,Extrovert,0_LOW,1_MODERATE
Yes,3,Yes,5,6,Introvert,2_HIGH,0_RARE
No,6,No,6,6,Extrovert,0_LOW,1_MODERATE
No,1,Yes,2,2,Introvert,1_MEDIUM,1_MODERATE
No,6,No,13,3,Extrovert,1_MEDIUM,2_FREQUENT
Yes,1,Yes,1,1,Introvert,2_HIGH,0_RARE
No,7,No,6,7,Extrovert,1_MEDIUM,1_MODERATE
No,6,No,11,4,Extrovert,0_LOW,1_MODERATE
No,7,No,11,9,Extrovert,1_MEDIUM,1_MODERATE
